id,pid,ms_subclass,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice,ms_zoning_FV,ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,high_qual,best_gr_liv_area
2105,906380120,20,8814,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,7,5,2005-01-01,2007-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,925.0,Unf,0.0,349.0,1274.0,GasA,Ex,1,SBrkr,1274,0,0,1274,1.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,RFn,2.0,508.0,TA,TA,1,264,98,0,0,0,0,0,1,2007-01-01,New,203000,0,0,1,0,0,1,0,0,0,0,0,0,0
1786,528435060,20,9849,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,7,6,2007-01-01,2007-01-01,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1689.0,1689.0,GasA,Ex,1,SBrkr,1689,0,0,1689,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,RFn,3.0,954.0,TA,TA,1,0,56,0,0,0,0,0,6,2007-01-01,New,248328,0,0,1,0,0,1,0,0,0,0,0,0,1
961,916382110,20,14463,Pave,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,9,5,2008-01-01,2008-01-01,Gable,CompShg,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,1115.0,Unf,0.0,526.0,1641.0,GasA,Ex,1,SBrkr,1641,0,0,1641,1.0,0.0,2,0,3,1,Ex,7,Typ,0,Attchd,Fin,3.0,885.0,TA,TA,1,0,95,0,0,0,0,0,1,2009-01-01,WD ,316500,0,0,1,0,0,1,0,0,0,0,0,1,1
1405,905403060,50,5190,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,7,5,1948-01-01,1950-01-01,Gable,CompShg,BrkFace,Plywood,None,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,570.0,570.0,GasA,TA,1,SBrkr,617,462,0,1079,0.0,0.0,1,0,2,1,TA,5,Typ,1,Attchd,Unf,1.0,249.0,TA,TA,1,135,0,0,0,0,0,0,1,2008-01-01,WD ,125600,0,0,1,0,0,0,0,0,0,0,0,0,0
1324,902406020,20,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,5,6,1959-01-01,1959-01-01,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,200.0,Unf,0.0,784.0,984.0,GasA,Gd,1,SBrkr,984,0,0,984,1.0,0.0,1,0,2,1,Fa,5,Typ,0,Detchd,Unf,1.0,308.0,TA,TA,0,0,0,0,0,0,0,0,6,2008-01-01,WD ,110000,0,0,0,1,0,1,0,0,0,0,0,0,0
1986,902205130,30,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,4,4,1920-01-01,1950-01-01,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,ALQ,250.0,Unf,0.0,710.0,960.0,GasA,Gd,1,FuseA,960,0,0,960,0.0,0.0,1,0,2,1,Fa,5,Typ,0,Detchd,Unf,1.0,308.0,TA,TA,1,0,0,168,0,0,0,0,7,2007-01-01,WD ,108500,0,0,0,1,0,1,0,0,0,0,0,0,0
307,911204090,20,8712,Grvl,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,5,5,1952-01-01,1952-01-01,Hip,CompShg,Wd Sdng,Wd Sdng,None,Fa,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,540.0,540.0,GasA,TA,0,FuseA,1044,0,0,1044,0.0,0.0,1,0,2,1,Fa,4,Typ,0,Basment,Unf,2.0,504.0,TA,TA,0,0,0,0,0,0,0,54,6,2010-01-01,WD ,55993,0,0,0,0,0,1,0,0,0,0,0,0,0
180,902206220,50,11851,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,5,7,1948-01-01,2009-01-01,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,BrkTil,TA,TA,No,BLQ,780.0,Unf,0.0,247.0,1027.0,GasA,Ex,1,SBrkr,1027,606,0,1633,0.0,0.0,1,0,3,1,Gd,7,Typ,1,Detchd,Unf,1.0,240.0,TA,TA,1,0,100,126,0,0,0,0,6,2010-01-01,WD ,129000,0,0,0,1,0,0,0,0,0,0,0,0,1
2896,916402125,20,13811,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,6,6,1987-01-01,1987-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,Gd,No,GLQ,980.0,LwQ,40.0,92.0,1112.0,GasA,Gd,1,SBrkr,1137,0,0,1137,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Attchd,Unf,2.0,551.0,TA,TA,1,125,0,0,0,0,0,0,7,2006-01-01,WD ,176000,0,0,1,0,0,1,0,0,0,0,0,0,0
668,535402090,20,10143,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,6,7,1963-01-01,1963-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,384.0,Unf,0.0,996.0,1380.0,GasA,Fa,1,SBrkr,1380,0,0,1380,0.0,0.0,1,1,3,1,TA,6,Typ,0,Attchd,Unf,1.0,364.0,TA,TA,1,0,0,0,0,216,0,0,6,2009-01-01,WD ,154000,0,0,1,0,0,1,0,0,0,0,0,0,0
1582,916402215,20,18265,Pave,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,6,5,1986-01-01,1986-01-01,Gable,CompShg,Plywood,HdBoard,BrkFace,Gd,Gd,CBlock,Gd,Gd,Av,GLQ,920.0,Rec,60.0,276.0,1256.0,GasA,Ex,1,SBrkr,1256,0,0,1256,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,Unf,2.0,578.0,TA,TA,1,282,0,0,0,0,0,0,3,2008-01-01,WD ,180000,0,0,1,0,0,1,0,0,0,0,0,0,0
2285,923225050,120,4224,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,5,5,1976-01-01,1976-01-01,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,PConc,Gd,TA,No,ALQ,874.0,Unf,0.0,268.0,1142.0,GasA,TA,1,SBrkr,1142,0,0,1142,1.0,0.0,1,1,3,1,TA,6,Typ,1,Attchd,Fin,2.0,528.0,TA,TA,1,536,90,0,0,0,0,0,8,2007-01-01,WD ,134000,0,0,0,1,0,1,0,0,0,0,0,0,0
2079,905426010,20,12615,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,6,7,1950-01-01,2001-01-01,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,CBlock,TA,Gd,Av,ALQ,477.0,Unf,0.0,725.0,1202.0,GasA,TA,1,SBrkr,2158,0,0,2158,1.0,0.0,2,0,4,1,Gd,7,Typ,1,Attchd,Unf,2.0,576.0,TA,TA,1,0,29,39,0,0,0,0,6,2007-01-01,WD ,243000,0,0,1,0,0,1,0,0,0,0,0,0,1
2272,916475020,20,14536,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,8,5,2002-01-01,2003-01-01,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,1300.0,Unf,0.0,316.0,1616.0,GasA,Ex,1,SBrkr,1629,0,0,1629,1.0,0.0,2,0,3,1,Gd,9,Typ,1,Attchd,Fin,3.0,808.0,TA,TA,1,0,252,0,0,0,0,0,11,2007-01-01,WD ,270000,0,0,1,0,0,1,0,0,0,0,0,1,1
2250,914452190,20,9187,Pave,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,6,5,1983-01-01,1983-01-01,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,TA,TA,No,ALQ,336.0,Unf,0.0,748.0,1084.0,GasA,TA,1,SBrkr,1080,0,0,1080,0.0,0.0,1,1,3,1,TA,5,Typ,0,Attchd,Unf,2.0,484.0,TA,TA,1,120,0,158,0,0,0,0,6,2007-01-01,WD ,134000,0,0,1,0,0,1,0,0,0,0,0,0,0
502,528365070,60,9900,Pave,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,7,5,1993-01-01,1993-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,987.0,Unf,0.0,360.0,1347.0,GasA,Ex,1,SBrkr,1372,1274,0,2646,1.0,0.0,2,1,4,1,Gd,9,Typ,1,Attchd,RFn,3.0,656.0,TA,TA,1,340,60,144,0,0,0,0,4,2009-01-01,WD ,260000,0,0,1,0,0,0,0,0,1,0,0,0,1
2166,907420060,60,8333,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,7,5,2006-01-01,2006-01-01,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,738.0,738.0,GasA,Gd,1,SBrkr,738,753,0,1491,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Attchd,RFn,2.0,484.0,TA,TA,1,100,30,0,0,0,0,0,5,2007-01-01,WD ,168675,0,0,1,0,0,0,0,0,1,0,0,0,0
1622,527158090,80,10147,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,6,5,1994-01-01,1994-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,LwQ,186.0,Unf,0.0,206.0,392.0,GasA,Gd,1,SBrkr,924,770,0,1694,0.0,0.0,2,1,3,1,TA,7,Typ,1,BuiltIn,Fin,2.0,398.0,TA,TA,1,256,64,0,0,0,0,0,3,2007-01-01,WD ,160000,0,0,1,0,0,0,0,0,0,0,1,0,1
832,906392130,60,11646,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,6,5,2005-01-01,2006-01-01,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,704.0,704.0,GasA,Ex,1,SBrkr,704,718,0,1422,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Attchd,Fin,2.0,440.0,TA,TA,1,36,28,0,0,0,0,0,7,2009-01-01,WD ,173000,0,0,1,0,0,0,0,0,1,0,0,0,0
2470,528488130,20,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,7,5,2006-01-01,2006-01-01,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1293.0,1293.0,GasA,Ex,1,SBrkr,1301,0,0,1301,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Attchd,RFn,2.0,572.0,TA,TA,1,216,121,0,0,0,0,0,8,2006-01-01,New,187750,1,0,0,0,0,1,0,0,0,0,0,0,0
1017,527301170,60,20544,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,7,6,1986-01-01,1991-01-01,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,791.0,791.0,GasA,Gd,1,SBrkr,1236,857,0,2093,0.0,0.0,2,1,3,1,TA,7,Typ,1,Attchd,Fin,2.0,542.0,TA,TA,1,364,63,0,0,0,0,0,11,2008-01-01,WD ,215000,0,0,1,0,0,0,0,0,1,0,0,0,1
1384,905107380,20,9981,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,5,5,1967-01-01,1967-01-01,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Mn,BLQ,221.0,Unf,0.0,852.0,1073.0,GasA,Gd,1,SBrkr,1073,0,0,1073,0.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,RFn,1.0,270.0,TA,TA,1,0,90,0,0,0,0,0,3,2008-01-01,WD ,120000,0,0,1,0,0,1,0,0,0,0,0,0,0
1790,528439080,20,8251,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,7,5,2005-01-01,2006-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Gd,Av,GLQ,778.0,Unf,0.0,716.0,1494.0,GasA,Ex,1,SBrkr,1506,0,0,1506,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Attchd,RFn,2.0,672.0,TA,TA,1,192,35,0,0,0,0,0,4,2007-01-01,WD ,249000,0,0,1,0,0,1,0,0,0,0,0,0,1
2530,534175100,20,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,7,6,1967-01-01,1967-01-01,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,553.0,LwQ,68.0,713.0,1334.0,GasA,Gd,1,SBrkr,1334,0,0,1334,1.0,0.0,2,0,3,1,TA,7,Typ,0,Attchd,RFn,2.0,477.0,TA,TA,1,0,20,35,0,264,0,0,4,2006-01-01,WD ,164500,0,0,1,0,0,1,0,0,0,0,0,0,0
2027,903426010,70,5700,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,7,6,1929-01-01,1990-01-01,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,TA,BrkTil,TA,TA,No,Rec,336.0,Unf,0.0,336.0,672.0,GasA,Gd,0,FuseA,672,672,0,1344,1.0,0.0,1,1,3,1,Gd,6,Typ,1,Attchd,Unf,2.0,456.0,TA,TA,1,0,0,70,0,0,0,0,9,2007-01-01,WD ,140000,0,0,0,1,0,0,0,0,1,0,0,0,0
683,535452140,20,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,5,7,1952-01-01,1952-01-01,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,Gd,No,ALQ,630.0,BLQ,102.0,0.0,732.0,GasA,TA,1,SBrkr,732,0,0,732,1.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,Unf,1.0,240.0,TA,TA,1,0,68,0,0,0,0,0,9,2009-01-01,WD ,118900,0,0,1,0,0,1,0,0,0,0,0,0,0
823,906378110,20,9178,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,8,5,2008-01-01,2008-01-01,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1468.0,1468.0,GasA,Ex,1,SBrkr,1468,0,0,1468,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,RFn,3.0,904.0,TA,TA,1,192,142,0,0,0,0,0,6,2009-01-01,WD ,239900,0,0,1,0,0,1,0,0,0,0,0,1,0
2374,527452070,120,4043,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,6,5,1975-01-01,1975-01-01,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,ALQ,727.0,BLQ,156.0,186.0,1069.0,GasA,Gd,1,SBrkr,1069,0,0,1069,0.0,1.0,2,0,2,1,TA,4,Typ,1,Attchd,RFn,2.0,440.0,TA,TA,1,0,55,0,0,225,0,0,7,2006-01-01,WD ,146300,0,0,1,0,0,1,0,0,0,0,0,0,0
1594,923225080,120,4224,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,5,6,1975-01-01,1975-01-01,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,PConc,Gd,TA,No,GLQ,769.0,Unf,0.0,271.0,1040.0,GasA,Gd,1,SBrkr,1040,0,0,1040,0.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,Unf,2.0,499.0,TA,TA,1,0,100,0,0,0,0,0,6,2008-01-01,WD ,124000,0,0,0,1,0,1,0,0,0,0,0,0,0
2049,905100060,190,11235,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,5,5,1963-01-01,1963-01-01,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Av,ALQ,925.0,Unf,0.0,0.0,925.0,GasA,TA,1,SBrkr,999,0,0,999,1.0,0.0,1,0,3,1,TA,6,Typ,0,Detchd,Unf,1.0,308.0,TA,TA,1,40,176,0,0,0,0,0,3,2007-01-01,WD ,130000,0,0,1,0,0,0,0,0,0,1,0,0,0
1813,531385070,20,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,7,5,2000-01-01,2001-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1349.0,1349.0,GasA,Ex,1,SBrkr,1349,0,0,1349,0.0,0.0,2,0,3,1,TA,6,Typ,0,Attchd,Unf,2.0,539.0,TA,TA,1,120,55,0,0,0,0,0,12,2007-01-01,WD ,179000,0,0,1,0,0,1,0,0,0,0,0,0,0
365,527180100,20,11851,Pave,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,7,5,1990-01-01,1990-01-01,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1424.0,1424.0,GasA,Ex,1,SBrkr,1442,0,0,1442,0.0,0.0,2,0,3,1,TA,5,Typ,0,Attchd,RFn,2.0,500.0,TA,TA,1,0,34,0,508,0,0,0,5,2009-01-01,WD ,180500,0,0,1,0,0,1,0,0,0,0,0,0,0
176,902125160,30,4608,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,4,6,1945-01-01,1950-01-01,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,747.0,747.0,GasA,TA,1,SBrkr,747,0,0,747,0.0,0.0,1,0,2,1,TA,4,Typ,0,Attchd,Unf,1.0,220.0,TA,TA,1,0,0,0,0,0,0,0,6,2010-01-01,WD ,80000,0,0,0,1,0,1,0,0,0,0,0,0,0
510,528435030,20,9262,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,8,5,2008-01-01,2009-01-01,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1573.0,1573.0,GasA,Ex,1,SBrkr,1578,0,0,1578,0.0,0.0,2,0,3,1,Ex,7,Typ,1,Attchd,Fin,3.0,840.0,TA,TA,1,0,36,0,0,0,0,0,5,2009-01-01,New,287090,0,0,1,0,0,1,0,0,0,0,0,1,1
2423,528228360,120,2938,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,7,5,2002-01-01,2002-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,1038.0,Unf,0.0,330.0,1368.0,GasA,Ex,1,SBrkr,1511,0,0,1511,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Attchd,Fin,2.0,398.0,TA,TA,1,130,30,0,0,0,0,0,5,2006-01-01,WD ,246990,0,0,1,0,0,1,0,0,0,0,0,0,1
1631,527175130,20,18160,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,6,6,1964-01-01,1964-01-01,Gable,CompShg,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,TA,TA,Av,BLQ,550.0,Unf,0.0,752.0,1302.0,GasA,Fa,1,SBrkr,1128,0,0,1128,1.0,0.0,1,0,3,1,TA,6,Typ,1,Attchd,Unf,2.0,480.0,TA,TA,0,0,108,246,0,0,0,0,3,2007-01-01,WD ,154204,0,0,1,0,0,1,0,0,0,0,0,0,0
1263,535425060,20,11355,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,7,7,1958-01-01,2001-01-01,Gable,Tar&Grv,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,637.0,Unf,0.0,675.0,1312.0,GasA,Ex,1,SBrkr,1312,0,0,1312,0.0,0.0,1,1,3,1,TA,6,Typ,1,Attchd,RFn,2.0,495.0,TA,TA,1,0,304,144,0,0,0,6500,4,2008-01-01,WD ,186000,0,0,1,0,0,1,0,0,0,0,0,0,0
1046,527451550,160,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,5,5,1972-01-01,1972-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,350.0,Unf,0.0,280.0,630.0,GasA,TA,1,SBrkr,630,672,0,1302,0.0,0.0,2,1,3,1,TA,6,Typ,0,Detchd,Unf,1.0,264.0,TA,TA,1,0,0,0,0,0,0,0,12,2008-01-01,WD ,111750,0,0,0,1,0,0,0,0,1,0,0,0,0
47,528176010,20,14300,Pave,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,9,5,2003-01-01,2004-01-01,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,1373.0,Unf,0.0,1473.0,2846.0,GasA,Ex,1,SBrkr,2696,0,0,2696,1.0,0.0,2,1,3,1,Ex,10,Typ,2,Attchd,Fin,3.0,958.0,TA,TA,1,220,150,0,0,0,0,0,6,2010-01-01,WD ,500000,0,0,1,0,0,1,0,0,0,0,0,1,1
1424,906378190,60,10616,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,7,5,2007-01-01,2007-01-01,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,628.0,628.0,GasA,Ex,1,SBrkr,628,728,0,1356,0.0,0.0,2,1,3,1,Gd,6,Typ,1,BuiltIn,Fin,2.0,484.0,TA,TA,1,100,24,0,0,0,0,0,3,2008-01-01,New,177439,0,0,1,0,0,0,0,0,1,0,0,0,0
429,528108070,60,11308,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,9,5,2008-01-01,2008-01-01,Gable,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Av,GLQ,936.0,Unf,0.0,168.0,1104.0,GasA,Ex,1,SBrkr,1130,1054,0,2184,1.0,0.0,2,1,3,1,Ex,10,Typ,1,Attchd,Fin,3.0,836.0,TA,TA,1,0,102,0,0,0,0,0,7,2009-01-01,WD ,335000,0,0,1,0,0,0,0,0,1,0,0,1,1
1031,527359070,60,10480,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,7,6,1976-01-01,1976-01-01,Hip,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,403.0,Unf,0.0,400.0,803.0,GasA,TA,1,SBrkr,1098,866,0,1964,0.0,0.0,2,1,4,1,TA,8,Typ,1,Attchd,RFn,2.0,483.0,TA,TA,1,0,69,0,0,0,0,0,9,2008-01-01,WD ,205000,0,0,1,0,0,0,0,0,1,0,0,0,1
1635,527184110,120,5118,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,8,5,1990-01-01,1990-01-01,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,Gd,GLQ,926.0,Unf,0.0,386.0,1312.0,GasA,Gd,1,SBrkr,1321,0,0,1321,1.0,0.0,1,0,1,1,Gd,4,Typ,1,Attchd,RFn,2.0,484.0,TA,TA,1,0,64,140,0,0,0,0,8,2007-01-01,WD ,212000,0,0,1,0,0,1,0,0,0,0,0,1,0
309,911370510,120,3811,Pave,IR1,HLS,AllPub,Corner,Mod,Crawfor,Artery,Norm,TwnhsE,8,5,2004-01-01,2005-01-01,Hip,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,1373.0,Unf,0.0,221.0,1594.0,GasA,Ex,1,SBrkr,1646,0,0,1646,1.0,1.0,2,0,2,1,Gd,5,Typ,1,Attchd,Fin,2.0,525.0,TA,TA,1,128,53,0,0,155,0,0,5,2010-01-01,WD ,246000,0,0,0,1,0,1,0,0,0,0,0,1,1
1020,527302070,20,10825,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,7,7,1983-01-01,1983-01-01,Gable,CompShg,WdShing,Plywood,BrkFace,Gd,TA,CBlock,Gd,TA,Mn,GLQ,747.0,Unf,0.0,513.0,1260.0,GasA,TA,1,SBrkr,1260,0,0,1260,1.0,0.0,2,0,3,1,TA,6,Typ,0,Attchd,Unf,2.0,598.0,TA,TA,1,152,0,0,0,0,0,0,7,2008-01-01,WD ,181900,0,0,1,0,0,1,0,0,0,0,0,0,0
178,902206040,50,5500,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,5,7,1929-01-01,2001-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,LwQ,234.0,ALQ,692.0,0.0,926.0,GasA,TA,1,SBrkr,926,0,390,1316,1.0,0.0,1,0,3,1,TA,6,Typ,0,Detchd,Unf,2.0,484.0,TA,TA,1,0,0,0,0,0,0,0,4,2010-01-01,WD ,130000,0,0,0,1,0,0,0,0,0,0,0,0,0
1975,902105110,70,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,5,7,1910-01-01,2002-01-01,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,264.0,264.0,GasA,Ex,1,SBrkr,768,664,0,1432,0.0,0.0,2,0,2,1,TA,7,Typ,0,Detchd,Unf,2.0,360.0,TA,Gd,1,270,0,112,0,0,0,0,5,2007-01-01,WD ,132000,0,0,0,1,0,0,0,0,1,0,0,0,0
