overall_qual,year_built,year_remod/add,mas_vnr_area,bsmtfin_sf_1,total_bsmt_sf,central_air,1st_flr_sf,gr_liv_area,full_bath,totrms_abvgrd,garage_cars,paved_drive,open_porch_sf,saleprice,garage_yr_blt_imp,total_sf,heating_qc_oe,ms_subclass_60,neighborhood_NridgHt,foundation_PConc,high_qual,best_gr_live_area,recent_remodel,heatqc_is_ex,has_fireplaces,massive_sf,both_exterior_VynilSd
6,1964,1964,180.0,196.0,1516.0,1,1516,1516,1,6,2.0,1,0,167000,1964,3032.0,3.0,0,0,0,0,0,0,0,0,1,0
5,1935,1950,0.0,0.0,0.0,0,1032,1032,1,6,1.0,1,0,125000,1939,1032.0,3.0,0,0,0,0,0,0,0,1,0,0
3,1949,1992,0.0,0.0,448.0,1,1588,1588,2,6,0.0,0,0,65000,1977,2036.0,2.0,0,0,0,0,0,0,0,0,0,0
7,2007,2007,0.0,0.0,1316.0,1,1316,1316,2,6,2.0,1,20,200141,2007,2652.0,4.0,0,0,1,1,0,1,1,1,0,1
5,1900,1993,0.0,0.0,760.0,0,928,2168,2,11,2.0,1,160,123000,1998,3243.0,4.0,0,0,0,0,1,0,1,0,1,0
5,1951,1951,41.0,329.0,806.0,1,1081,1422,1,7,1.0,1,0,137500,1951,2228.0,3.0,0,0,0,0,0,0,0,1,0,0
4,1994,1995,0.0,588.0,990.0,1,990,990,1,5,0.0,1,0,123600,1977,1980.0,4.0,0,0,1,0,0,0,1,0,0,1
6,1965,1965,101.0,643.0,1088.0,1,1324,1324,2,6,2.0,1,138,160000,1965,2550.0,4.0,0,0,0,0,0,0,1,1,0,0
6,2000,2000,0.0,0.0,924.0,1,948,1690,2,7,2.0,1,48,181000,2000,2762.0,4.0,1,0,1,0,1,0,1,1,0,1
5,1955,1995,0.0,180.0,825.0,1,825,825,1,4,2.0,1,50,125000,1963,1840.0,3.0,0,0,0,0,0,0,0,0,0,0
6,1968,1968,0.0,298.0,727.0,1,829,1556,1,8,2.0,1,0,154000,1968,2283.0,4.0,1,0,0,0,0,0,1,0,0,0
6,1993,1994,0.0,944.0,1152.0,1,1152,1797,2,7,2.0,1,312,231000,1993,3423.0,4.0,1,0,1,0,1,0,1,1,1,1
5,1968,1968,0.0,775.0,1056.0,1,1056,1056,1,6,1.0,1,85,142000,1968,2197.0,4.0,0,0,0,0,0,0,1,1,0,1
4,1971,1971,0.0,432.0,864.0,1,864,864,1,5,0.0,1,0,115000,1977,1728.0,3.0,0,0,0,0,0,0,0,1,0,0
7,2004,2005,0.0,410.0,1221.0,1,1221,1221,2,6,2.0,1,113,185000,2004,2555.0,4.0,0,0,1,1,0,1,1,0,0,1
6,1920,1995,0.0,144.0,660.0,1,740,865,1,4,1.0,1,0,108500,1920,1525.0,3.0,0,0,0,0,0,0,0,1,0,0
7,2005,2005,0.0,0.0,600.0,1,520,1223,2,4,2.0,1,166,147400,2005,1909.0,4.0,0,0,1,1,0,1,1,0,0,0
7,1999,1999,218.0,549.0,691.0,1,713,1452,2,6,2.0,1,34,156000,1999,2177.0,4.0,0,0,1,1,0,0,1,0,0,0
5,1915,1978,0.0,0.0,880.0,1,880,1308,2,6,2.0,1,0,120000,1950,2188.0,2.0,0,0,0,0,0,0,0,0,0,0
7,2004,2004,0.0,241.0,384.0,1,744,1374,2,7,2.0,1,0,167000,2004,1758.0,4.0,0,0,1,1,0,1,1,0,0,1
7,2005,2006,14.0,16.0,1346.0,1,1504,1504,2,7,2.0,1,20,191000,2005,3026.0,4.0,0,0,1,1,0,1,1,1,1,1
6,1997,1997,0.0,0.0,384.0,1,754,1384,2,7,2.0,1,0,161500,1997,1768.0,2.0,0,0,1,0,0,0,0,1,0,1
5,1955,1975,0.0,780.0,1204.0,1,1411,1411,1,7,1.0,1,82,130000,1955,2975.0,3.0,0,0,0,0,0,0,0,1,0,1
5,1963,1963,0.0,630.0,970.0,1,970,970,1,5,2.0,1,24,132500,1996,1964.0,3.0,0,0,0,0,0,0,0,0,0,0
5,1970,1970,0.0,704.0,864.0,1,904,904,1,5,3.0,1,0,144000,1979,1911.0,4.0,0,0,1,0,0,0,1,0,0,0
5,1979,1979,0.0,0.0,0.0,1,1100,2233,2,11,2.0,1,0,141000,1979,2233.0,3.0,0,0,0,0,1,0,0,0,0,0
4,1972,2006,0.0,385.0,385.0,1,875,875,1,5,2.0,1,0,117000,1975,1612.0,2.0,0,0,0,0,0,1,0,0,0,0
6,1935,1982,0.0,490.0,520.0,0,520,754,1,5,0.0,0,0,84500,1977,1093.0,2.0,0,0,0,0,0,0,0,0,0,0
4,1954,1994,0.0,1116.0,1364.0,1,1663,1663,1,6,2.0,1,137,256000,1954,3388.0,4.0,0,0,0,0,0,0,1,1,1,0
5,1965,1965,0.0,338.0,925.0,1,925,925,1,5,1.0,1,0,117500,1965,1850.0,4.0,0,0,0,0,0,0,1,0,0,1
5,1940,1950,0.0,428.0,728.0,1,976,1308,1,7,1.0,1,70,160000,1940,2106.0,4.0,0,0,0,0,0,0,1,1,0,0
5,1956,1998,0.0,386.0,1240.0,1,1375,1375,1,6,1.0,1,0,187000,1956,2615.0,2.0,0,0,0,0,0,0,0,1,0,0
5,1974,1974,0.0,0.0,896.0,1,896,1792,2,8,2.0,1,45,133000,1982,2733.0,3.0,0,0,0,0,1,0,0,0,0,1
7,2007,2007,130.0,988.0,1386.0,1,1569,1569,2,7,3.0,1,20,175900,2007,3118.0,4.0,0,0,1,1,0,1,1,1,1,1
9,2009,2009,242.0,1021.0,1555.0,1,1680,1680,1,8,3.0,1,24,323262,2009,3444.0,4.0,0,0,1,1,1,1,1,1,1,1
7,2003,2003,0.0,699.0,1337.0,1,1337,1337,2,6,2.0,1,39,185000,2003,2713.0,4.0,0,0,1,1,0,1,1,0,0,1
6,1934,1950,0.0,574.0,816.0,1,816,816,1,4,1.0,1,0,129800,1949,1860.0,4.0,0,0,0,0,0,0,1,1,0,0
7,2005,2005,226.0,1201.0,1541.0,1,1541,1541,2,7,2.0,1,70,220000,2005,3152.0,4.0,0,1,1,1,0,1,1,1,1,1
4,1935,1995,0.0,0.0,884.0,1,989,1573,1,6,1.0,1,0,133000,1935,2457.0,4.0,0,0,0,0,0,0,1,0,0,0
4,1949,1996,0.0,0.0,832.0,1,832,1461,2,6,1.0,1,204,133500,1949,2497.0,3.0,0,0,0,0,0,0,0,0,0,0
6,1976,1976,0.0,0.0,1958.0,1,2048,2048,3,9,2.0,1,0,170000,1976,4006.0,3.0,0,0,0,0,1,0,0,0,1,0
6,1993,1994,0.0,0.0,903.0,1,910,1642,2,7,2.0,1,84,168000,1993,2919.0,2.0,1,0,1,0,0,0,0,1,0,0
6,1922,1994,0.0,283.0,738.0,1,868,1470,1,6,2.0,1,0,140750,1970,2208.0,4.0,0,0,0,0,0,0,1,0,0,0
6,1999,2003,0.0,0.0,938.0,1,957,2299,3,7,2.0,1,30,204000,1999,3455.0,4.0,1,0,1,0,1,1,1,1,1,1
7,2001,2001,180.0,0.0,884.0,1,884,2035,2,8,2.0,1,48,222500,2001,3111.0,4.0,1,0,1,1,1,0,1,1,1,1
5,1962,1962,0.0,784.0,925.0,1,999,999,1,6,1.0,1,72,134500,1962,2146.0,3.0,0,0,0,0,0,0,0,0,0,0
8,2004,2004,0.0,851.0,1378.0,1,1378,1378,2,6,2.0,1,56,214000,2004,2972.0,4.0,0,0,1,1,0,1,1,1,0,0
5,1939,1950,0.0,507.0,793.0,1,793,1118,1,5,2.0,1,0,119900,1939,1911.0,3.0,0,0,0,0,0,0,0,1,0,0
4,1955,1955,270.0,133.0,1440.0,0,1440,1440,2,8,0.0,1,0,118000,1977,2880.0,3.0,0,0,0,0,0,0,0,0,0,1
5,1960,2002,45.0,588.0,1010.0,1,1134,1134,1,6,1.0,1,16,135000,1960,2160.0,4.0,0,0,0,0,0,0,1,0,0,0
6,1923,2000,0.0,0.0,833.0,1,1053,1848,1,8,2.0,0,0,207000,1922,2681.0,2.0,0,0,0,0,1,0,0,1,0,0
6,1925,1950,0.0,423.0,1181.0,1,1390,1694,2,7,2.0,1,0,136500,1925,3217.0,1.0,0,0,1,0,1,0,0,1,1,0
4,1954,2000,0.0,0.0,901.0,1,901,901,1,4,1.0,1,0,107900,1954,1802.0,4.0,0,0,0,0,0,0,1,0,0,0
6,1938,1950,0.0,52.0,861.0,1,861,1409,1,6,2.0,1,0,126000,1968,2495.0,2.0,0,0,0,0,0,0,0,1,0,1
6,1960,1960,112.0,639.0,1080.0,1,1656,1656,1,7,2.0,0,62,215000,1960,3008.0,1.0,0,0,0,0,0,0,0,1,0,0
5,1950,2007,0.0,607.0,1113.0,1,1113,1113,1,5,1.0,1,80,147000,1950,2306.0,2.0,0,0,0,0,0,1,0,1,0,0
6,1916,2000,0.0,0.0,816.0,1,1232,1232,1,6,2.0,1,0,147500,1916,2048.0,4.0,0,0,0,0,0,0,1,1,0,0
7,1988,1988,102.0,929.0,1845.0,1,1872,1872,2,6,2.0,1,39,241500,1988,3953.0,2.0,0,0,0,1,1,0,0,1,1,0
6,1914,1995,0.0,0.0,676.0,1,676,1264,1,6,2.0,1,0,147500,1994,2364.0,4.0,0,0,0,0,0,0,1,0,0,0
5,1924,1950,0.0,784.0,784.0,1,784,784,1,5,0.0,1,0,109500,1977,1568.0,2.0,0,0,0,0,0,0,0,0,0,0
2,1940,1950,0.0,0.0,0.0,0,612,612,1,4,1.0,0,0,45000,1965,612.0,1.0,0,0,0,0,0,0,0,0,0,0
7,1940,1950,0.0,0.0,1032.0,1,1207,2403,2,10,1.0,1,0,244400,1940,3491.0,4.0,0,0,0,1,1,0,1,1,1,0
6,1953,1953,238.0,1285.0,1416.0,1,1644,1644,1,7,2.0,1,0,167000,1953,3170.0,3.0,0,0,0,0,0,0,0,1,1,0
7,2002,2002,214.0,0.0,860.0,1,860,1729,2,7,2.0,1,63,200000,2002,3038.0,4.0,1,0,1,1,1,0,1,0,1,1
5,1936,1950,0.0,0.0,830.0,1,879,879,1,4,1.0,0,108,80000,1936,1817.0,2.0,0,0,0,0,0,0,0,0,0,0
5,1955,1990,0.0,167.0,864.0,1,864,864,1,5,2.0,0,0,115000,1957,1728.0,3.0,0,0,0,0,0,0,0,0,0,0
6,1956,1956,74.0,616.0,1196.0,1,1196,1196,1,6,1.0,1,44,139000,1956,2436.0,2.0,0,0,0,0,0,0,0,1,0,0
6,1978,1978,203.0,209.0,672.0,1,672,1400,1,6,2.0,1,0,149500,1978,2072.0,3.0,1,0,0,0,0,0,0,1,0,0
4,1940,1950,0.0,0.0,755.0,1,755,1510,1,7,1.0,0,0,108000,1940,2385.0,3.0,0,0,0,0,0,0,0,1,0,0
4,1900,2000,0.0,0.0,0.0,0,694,1294,2,7,0.0,0,114,106250,1977,1628.0,3.0,0,0,0,0,0,0,0,0,0,0
7,2006,2006,0.0,0.0,1240.0,1,1240,1240,2,5,3.0,1,93,194000,2006,2713.0,4.0,0,0,1,1,0,1,1,0,0,1
5,1962,1962,51.0,36.0,988.0,1,988,988,1,6,2.0,1,0,129500,1977,1976.0,4.0,0,0,0,0,0,0,1,0,0,0
5,1968,1968,0.0,0.0,1560.0,1,1560,1560,2,8,3.0,1,0,126000,1968,3120.0,3.0,0,0,0,0,0,0,0,0,1,0
5,1950,1950,0.0,1078.0,1078.0,1,1368,1368,1,6,1.0,1,41,120000,1950,2487.0,3.0,0,0,0,0,0,0,0,0,0,0
7,2004,2005,109.0,712.0,1473.0,1,1484,1484,2,7,2.0,1,35,213000,2004,2992.0,4.0,0,0,1,1,0,1,1,0,0,1
8,1980,1980,0.0,807.0,1226.0,1,1226,1226,1,4,2.0,1,78,190000,1980,2663.0,3.0,0,0,0,1,0,0,0,1,0,0
6,1993,1994,112.0,705.0,1160.0,1,1169,1169,2,6,2.0,1,26,183500,1993,2355.0,2.0,0,0,1,0,0,0,0,1,0,0
7,1963,1999,364.0,242.0,725.0,1,1035,1651,2,6,1.0,1,46,172000,1963,2882.0,3.0,0,0,0,1,0,0,0,1,0,0
4,1938,1958,0.0,690.0,816.0,1,816,816,1,3,1.0,1,0,100000,1958,1632.0,4.0,0,0,0,0,0,0,1,1,0,0
7,2007,2007,212.0,56.0,1564.0,1,1564,1564,2,6,3.0,1,24,218836,2007,3152.0,4.0,0,0,1,1,0,1,1,0,1,1
6,1905,2000,0.0,0.0,482.0,0,1221,1912,2,7,2.0,1,25,163000,2003,2419.0,4.0,0,0,0,0,1,0,1,1,0,0
7,2006,2006,0.0,0.0,1510.0,1,1525,1525,2,6,2.0,1,18,206580,2006,3153.0,4.0,0,0,1,1,0,1,1,1,1,1
6,2005,2006,0.0,0.0,728.0,1,728,1456,2,8,2.0,1,24,163990,2005,2208.0,4.0,1,0,1,0,0,1,1,1,0,1
5,1910,2004,0.0,0.0,396.0,1,665,1330,1,7,1.0,0,72,116500,2001,1798.0,2.0,0,0,0,0,0,1,0,0,0,0
7,2002,2003,0.0,0.0,840.0,1,840,1720,2,7,2.0,1,48,188000,2002,2746.0,4.0,1,0,1,1,1,1,1,1,0,1
5,1966,1966,87.0,602.0,793.0,1,1280,1280,2,6,2.0,1,40,175000,1966,2253.0,4.0,0,0,0,0,0,0,1,1,0,0
8,1988,1988,0.0,248.0,1166.0,1,1179,1179,2,5,2.0,1,108,182000,1988,2453.0,2.0,0,0,0,1,0,0,0,0,0,0
5,1926,1980,0.0,0.0,850.0,1,960,960,1,5,2.0,1,0,103000,1981,1810.0,3.0,0,0,0,0,0,0,0,0,0,0
6,1959,1998,0.0,708.0,988.0,1,988,988,2,6,1.0,1,0,149500,1959,2132.0,3.0,0,0,0,0,0,0,0,0,0,0
7,1978,1978,0.0,632.0,1061.0,1,1055,1055,2,4,1.0,1,32,142500,1978,2256.0,3.0,0,0,0,1,0,0,0,0,0,0
5,1926,1950,0.0,319.0,1290.0,1,1422,1422,1,6,1.0,1,0,136500,1973,2712.0,3.0,0,0,1,0,0,0,0,0,0,0
6,1993,1994,0.0,338.0,630.0,1,630,1320,2,5,2.0,1,48,137000,1993,1998.0,4.0,0,0,1,0,0,0,1,0,0,1
7,1988,1988,102.0,983.0,1675.0,1,1688,1688,2,6,2.0,1,48,226500,1988,3411.0,4.0,0,0,0,1,1,0,1,1,1,0
7,1990,1990,0.0,637.0,1300.0,1,1341,1341,1,5,2.0,1,0,171500,1990,2833.0,2.0,0,0,1,1,0,0,0,1,0,0
5,1976,1976,0.0,483.0,911.0,1,954,954,1,6,2.0,1,0,132500,1976,1865.0,2.0,0,0,0,0,0,0,0,0,0,0
3,1949,1950,340.0,0.0,0.0,0,1040,1040,2,6,2.0,1,0,87500,1949,1040.0,1.0,0,0,0,0,0,0,0,0,0,0
7,2001,2001,513.0,681.0,858.0,1,872,1789,2,7,2.0,1,0,223000,2001,2647.0,4.0,1,0,1,1,1,0,1,1,0,1
6,1962,2005,237.0,0.0,1319.0,1,1537,1537,1,7,2.0,1,36,174000,1962,2892.0,3.0,0,0,0,0,0,1,0,1,0,0
5,1951,1991,0.0,741.0,884.0,1,884,884,1,4,1.0,1,0,142000,1951,1768.0,4.0,0,0,0,0,0,0,1,0,0,0
8,2006,2006,0.0,0.0,1489.0,1,1489,1489,2,7,2.0,1,140,232600,2006,3118.0,4.0,0,0,1,1,0,1,1,1,1,1
6,1974,1999,99.0,663.0,1040.0,1,1309,1309,1,5,2.0,1,0,181000,1974,2614.0,1.0,0,0,0,0,0,0,0,1,0,0
6,1973,1973,0.0,837.0,942.0,1,1291,2521,2,10,2.0,1,20,151400,1973,4211.0,2.0,0,0,0,0,1,0,0,1,1,0
8,2006,2006,248.0,0.0,1626.0,1,1634,1634,2,7,3.0,1,44,250000,2006,3304.0,4.0,0,1,1,1,0,1,1,1,1,1
7,1988,1988,42.0,394.0,980.0,1,980,1714,2,7,2.0,1,66,196500,1988,2988.0,3.0,1,0,0,1,1,0,0,1,0,0
7,1879,1987,0.0,0.0,819.0,1,1312,2454,2,8,2.0,0,148,185000,1950,3421.0,3.0,0,0,1,1,1,0,0,1,1,0
6,1969,1969,200.0,955.0,1216.0,1,1216,1216,1,5,1.0,1,0,113000,1969,2432.0,3.0,0,0,0,0,0,0,0,0,0,0
6,1975,1975,250.0,945.0,945.0,1,980,980,2,4,0.0,1,0,127500,1977,1925.0,3.0,0,0,0,0,0,0,0,0,0,0
6,2000,2000,216.0,417.0,756.0,1,769,1573,2,4,2.0,1,32,177000,2000,2361.0,4.0,0,0,1,0,0,0,1,0,0,0
6,2004,2004,353.0,0.0,1158.0,1,1158,2443,2,9,3.0,1,127,265000,2004,3921.0,4.0,1,0,1,0,1,1,1,1,1,1
8,1998,1998,0.0,901.0,1220.0,1,1220,2362,2,8,2.0,1,0,312500,1998,3729.0,4.0,1,0,1,1,1,0,1,1,1,1
8,1980,1980,115.0,1733.0,2014.0,1,2014,2014,2,6,3.0,1,0,275000,1980,4490.0,2.0,0,0,0,1,1,0,0,1,1,1
7,1995,1995,290.0,565.0,1203.0,1,1214,2520,2,9,3.0,1,114,290000,1995,4061.0,4.0,1,0,1,1,1,0,1,1,1,1
6,1974,2002,250.0,126.0,1208.0,1,1494,1494,2,7,2.0,1,0,169000,1974,2998.0,4.0,0,0,0,0,0,0,1,1,0,0
5,1921,1950,0.0,616.0,616.0,1,616,616,1,4,1.0,1,0,89000,1921,1232.0,2.0,0,0,0,0,0,0,0,0,0,0
6,1998,1998,0.0,0.0,789.0,1,789,1465,2,7,2.0,1,75,180400,1998,2329.0,2.0,1,0,1,0,0,0,0,1,0,1
8,2003,2004,296.0,1124.0,3206.0,1,1629,1629,2,7,3.0,1,0,284000,2003,4835.0,4.0,0,1,1,1,0,1,1,1,1,1
5,1958,1958,1.0,456.0,912.0,1,912,912,1,5,1.0,1,0,114500,1958,1824.0,4.0,0,0,0,0,0,0,1,0,0,0
7,2005,2006,196.0,24.0,1552.0,1,1552,1552,2,7,3.0,1,20,212900,2005,3268.0,4.0,0,0,1,1,0,1,1,0,1,1
7,2001,2002,0.0,0.0,1413.0,1,1430,1430,2,6,2.0,1,33,187100,2001,2876.0,4.0,0,0,1,1,0,0,1,0,0,1
6,1999,1999,1129.0,419.0,729.0,1,729,1458,2,5,2.0,1,32,176000,1999,2219.0,2.0,0,0,1,0,0,0,0,1,0,0
6,1968,1968,0.0,813.0,1488.0,1,1488,1488,2,7,2.0,1,0,215000,1968,2976.0,4.0,0,0,1,0,0,0,1,1,0,0
7,2004,2004,0.0,490.0,770.0,1,770,1582,2,6,2.0,1,45,185900,2004,2397.0,4.0,1,0,1,1,0,1,1,0,0,1
4,1970,1970,0.0,375.0,864.0,1,864,864,1,5,2.0,1,0,120500,1989,1824.0,3.0,0,0,0,0,0,0,0,0,0,0
5,2005,2005,0.0,0.0,732.0,1,734,1838,2,7,2.0,1,40,192140,2005,2710.0,4.0,1,0,1,0,1,1,1,1,0,1
5,1982,2008,0.0,641.0,816.0,1,816,816,1,5,1.0,1,0,130500,1982,1632.0,4.0,0,0,0,0,0,1,1,1,0,1
4,1945,1950,0.0,0.0,0.0,0,1088,1529,2,9,1.0,0,0,98000,1945,1621.0,3.0,0,0,0,0,0,0,0,0,0,0
5,1920,1950,0.0,0.0,961.0,1,1077,1077,1,6,1.0,0,0,67000,1920,2038.0,2.0,0,0,0,0,0,0,0,0,0,0
8,2007,2007,300.0,1288.0,1582.0,1,1610,2161,1,8,3.0,1,120,325624,2007,4041.0,4.0,1,1,1,1,1,1,1,1,1,1
7,2002,2002,0.0,1392.0,1409.0,1,1409,1409,1,4,2.0,1,144,245000,2002,2962.0,4.0,0,0,1,1,0,0,1,1,0,1
5,2004,2004,0.0,646.0,1114.0,1,1114,1114,1,6,2.0,1,102,159000,2004,2330.0,4.0,0,0,1,0,0,1,1,0,0,1
5,1965,1965,168.0,836.0,1073.0,1,1073,1073,1,6,2.0,1,0,156000,1965,2146.0,3.0,0,0,0,0,0,0,0,0,0,0
6,1984,1984,0.0,660.0,1232.0,1,1232,1232,2,6,2.0,1,0,162500,1984,2464.0,3.0,0,0,1,0,0,0,0,0,0,0
6,1993,1993,0.0,261.0,1344.0,1,1440,1440,2,8,4.0,1,0,224500,1993,3072.0,2.0,0,0,1,0,0,0,0,0,1,0
6,1950,1950,44.0,0.0,1488.0,1,1488,1488,2,6,2.0,1,0,133000,1950,2976.0,2.0,0,0,0,0,0,0,0,1,0,0
7,2003,2003,0.0,0.0,783.0,1,807,1509,2,8,2.0,1,75,180000,2003,2367.0,4.0,1,0,1,1,0,1,1,1,0,1
5,1982,2005,0.0,638.0,845.0,1,845,845,1,6,1.0,1,0,134500,1982,1690.0,2.0,0,0,0,0,0,1,0,0,0,0
6,1962,1962,305.0,371.0,1099.0,1,1431,1431,1,6,1.0,1,110,165000,1962,2704.0,2.0,0,0,0,0,0,0,0,1,0,0
5,1967,1967,60.0,432.0,892.0,1,892,892,1,5,1.0,1,0,100000,1967,1784.0,3.0,0,0,0,0,0,0,0,0,0,0
7,1960,1960,128.0,544.0,1329.0,1,1329,1329,1,5,2.0,1,0,176000,1960,2658.0,2.0,0,0,0,1,0,0,0,1,0,0
5,1955,1974,0.0,306.0,1763.0,1,1779,1779,1,6,2.0,1,418,170000,1955,3960.0,3.0,0,0,0,0,1,0,0,1,1,0
7,2007,2007,130.0,0.0,1373.0,1,1555,1555,2,7,3.0,1,20,174000,2007,3091.0,4.0,0,0,1,1,0,1,1,1,1,1
6,1925,1950,0.0,121.0,768.0,1,788,1236,2,6,1.0,1,0,127000,1985,2004.0,3.0,0,0,1,0,0,0,0,1,0,0
7,1999,1999,0.0,0.0,831.0,1,873,1651,2,7,2.0,1,103,185900,1999,2585.0,4.0,1,0,1,1,0,0,1,1,0,1
5,1938,1996,0.0,0.0,190.0,1,886,886,1,4,1.0,1,20,91300,1938,1240.0,2.0,0,0,0,0,0,0,0,0,0,0
6,2003,2003,120.0,340.0,1682.0,1,1700,1700,2,7,2.0,1,23,200000,2003,3597.0,4.0,0,0,1,0,1,1,1,0,1,1
6,1949,1950,320.0,196.0,1040.0,1,1168,1846,2,7,1.0,1,0,143000,1949,2886.0,4.0,0,0,0,0,1,0,1,1,0,0
5,1958,1958,0.0,57.0,1052.0,1,1252,1920,2,8,2.0,1,0,172500,1958,2972.0,4.0,0,0,0,0,1,0,1,1,0,0
4,1963,1963,20.0,132.0,1088.0,1,1088,1088,1,4,2.0,0,0,110000,2002,2176.0,3.0,0,0,0,0,0,0,0,0,0,1
4,1957,1957,160.0,775.0,1040.0,1,1362,1362,1,6,3.0,1,0,140000,1982,2402.0,3.0,0,0,0,0,0,0,0,1,0,0
6,2006,2006,0.0,24.0,1314.0,1,1314,1314,2,6,2.0,1,22,176432,2006,2650.0,2.0,0,0,1,0,0,1,0,1,0,1
6,1991,1991,88.0,1200.0,1278.0,1,1294,1294,2,6,2.0,1,51,179200,1991,2735.0,2.0,0,0,0,0,0,0,0,0,0,0
7,2005,2007,80.0,925.0,1274.0,1,1274,1274,2,6,2.0,1,98,203000,2005,2910.0,4.0,0,0,1,1,0,1,1,0,0,1
7,2007,2007,0.0,0.0,1689.0,1,1689,1689,2,7,3.0,1,56,248328,2007,3434.0,4.0,0,0,1,1,1,1,1,0,1,1
9,2008,2008,406.0,1115.0,1641.0,1,1641,1641,2,7,3.0,1,95,316500,2008,3377.0,4.0,0,0,1,1,0,1,1,0,1,0
7,1948,1950,0.0,0.0,570.0,1,617,1079,1,5,1.0,1,0,125600,1948,1784.0,3.0,0,0,0,1,0,0,0,1,0,0
5,1959,1959,164.0,200.0,984.0,1,984,984,1,5,1.0,0,0,110000,1959,1968.0,2.0,0,0,0,0,0,0,0,0,0,0
4,1920,1950,0.0,250.0,960.0,1,960,960,1,5,1.0,1,0,108500,1997,1920.0,2.0,0,0,1,0,0,0,0,0,0,0
5,1952,1952,0.0,0.0,540.0,0,1044,1044,1,4,2.0,0,0,55993,1952,1584.0,3.0,0,0,0,0,0,0,0,0,0,0
5,1948,2009,0.0,780.0,1027.0,1,1027,1633,1,7,1.0,1,100,129000,1948,2760.0,4.0,0,0,0,0,0,1,1,1,0,1
6,1987,1987,72.0,980.0,1112.0,1,1137,1137,2,5,2.0,1,0,176000,1987,2374.0,2.0,0,0,0,0,0,0,0,1,0,0
6,1963,1963,295.0,384.0,1380.0,1,1380,1380,1,6,1.0,1,0,154000,1963,2760.0,1.0,0,0,0,0,0,0,0,0,0,0
6,1986,1986,228.0,920.0,1256.0,1,1256,1256,2,6,2.0,1,0,180000,1986,2794.0,4.0,0,0,0,0,0,0,1,1,0,0
5,1976,1976,0.0,874.0,1142.0,1,1142,1142,1,6,2.0,1,90,134000,1976,2910.0,3.0,0,0,1,0,0,0,0,1,0,0
6,1950,2001,0.0,477.0,1202.0,1,2158,2158,2,7,2.0,1,29,243000,1950,3389.0,3.0,0,0,0,0,1,0,0,1,1,0
8,2002,2003,236.0,1300.0,1616.0,1,1629,1629,2,9,3.0,1,252,270000,2002,3497.0,4.0,0,0,1,1,0,1,1,1,1,1
6,1983,1983,0.0,336.0,1084.0,1,1080,1080,1,5,2.0,1,0,134000,1983,2284.0,3.0,0,0,1,0,0,0,0,0,0,1
7,2006,2006,0.0,0.0,738.0,1,738,1491,2,7,2.0,1,30,168675,2006,2359.0,2.0,1,0,1,1,0,1,0,1,0,1
6,1994,1994,32.0,186.0,392.0,1,924,1694,2,7,2.0,1,64,160000,1994,2406.0,2.0,0,0,1,0,1,0,0,1,0,0
5,1890,1996,0.0,0.0,684.0,1,684,1080,1,5,0.0,0,165,95000,1977,1929.0,2.0,0,0,0,0,0,0,0,0,0,0
6,2005,2006,0.0,0.0,704.0,1,704,1422,2,7,2.0,1,28,173000,2005,2190.0,4.0,1,0,1,0,0,1,1,1,0,1
7,2006,2006,0.0,0.0,1293.0,1,1301,1301,2,5,2.0,1,121,187750,2006,2931.0,4.0,0,0,1,1,0,1,1,1,0,1
7,1986,1991,123.0,0.0,791.0,1,1236,2093,2,7,2.0,1,63,215000,1986,3311.0,2.0,1,0,0,1,1,0,0,1,1,0
5,1967,1967,340.0,221.0,1073.0,1,1073,1073,1,6,1.0,1,90,120000,1967,2236.0,2.0,0,0,0,0,0,0,0,0,0,0
7,2005,2006,143.0,778.0,1494.0,1,1506,1506,2,7,2.0,1,35,249000,2005,3227.0,4.0,0,0,1,1,0,1,1,1,1,1
7,1967,1967,264.0,553.0,1334.0,1,1334,1334,2,7,2.0,1,20,164500,1967,2688.0,2.0,0,0,0,1,0,0,0,0,0,0
7,1986,1986,0.0,0.0,0.0,1,1295,1295,2,5,1.0,1,0,230000,1986,1295.0,2.0,0,0,0,1,0,0,0,0,0,0
7,1929,1990,0.0,336.0,672.0,0,672,1344,1,6,2.0,1,0,140000,1979,2016.0,2.0,0,0,0,1,0,0,0,1,0,0
5,1952,1952,0.0,630.0,732.0,1,732,732,1,4,1.0,1,68,118900,1952,1532.0,3.0,0,0,0,0,0,0,0,0,0,0
8,2008,2008,0.0,0.0,1468.0,1,1468,1468,2,6,3.0,1,142,239900,2008,3270.0,4.0,0,0,1,1,0,1,1,1,1,1
6,1975,1975,0.0,727.0,1069.0,1,1069,1069,2,4,2.0,1,55,146300,1975,2193.0,2.0,0,0,0,0,0,0,0,1,0,0
5,1975,1975,0.0,769.0,1040.0,1,1040,1040,1,6,2.0,1,100,124000,1975,2180.0,2.0,0,0,1,0,0,0,0,0,0,0
5,1963,1963,0.0,925.0,925.0,1,999,999,1,6,1.0,1,176,130000,1963,2140.0,3.0,0,0,0,0,0,0,0,0,0,0
7,2000,2001,108.0,0.0,1349.0,1,1349,1349,2,6,2.0,1,55,179000,2000,2873.0,4.0,0,0,1,1,0,0,1,0,0,1
